params_eta,params_gamma,params_lambda,params_max_depth,params_scale_pos_weight,param_n_estimators_mean,param_n_estimators_std,tr_pr_auc_mean,tr_pr_auc_std,te_pr_auc_mean,te_pr_auc_std,adj_pr_auc_mean,adj_pr_auc_std,tr_roc_auc_mean,tr_roc_auc_std,te_roc_auc_mean,te_roc_auc_std,tr_recall_mean,tr_recall_std,te_recall_mean,te_recall_std,tr_precision_mean,tr_precision_std,te_precision_mean,te_precision_std,time_mean,time_std
0.05,0.75,0.1,5,True,229.0,150.94369811290565,1.0,0.0,0.7312,0.078,0.7209,0.1021,1.0,0.0,0.9793,0.0085,1.0,0.0,0.7277,0.1149,0.8733,0.0942,0.5534,0.0645,1.8539,0.848
0.025,0.75,1.0,5,True,341.2,75.04798464982255,0.9999,0.0001,0.7312,0.0711,0.7216,0.0917,1.0,0.0,0.9796,0.0069,1.0,0.0,0.7573,0.081,0.8318,0.1029,0.5438,0.0304,3.1744,1.2181
0.05,0.1,0.75,4,False,105.0,36.15936946352909,0.9788,0.02,0.7312,0.0739,0.7191,0.0983,0.9989,0.0011,0.9802,0.0077,0.8618,0.0869,0.4754,0.0934,0.9735,0.0253,0.7703,0.1065,1.0879,0.1676
0.025,0.0,1.0,2,True,787.8,254.01909377052743,0.9545,0.0211,0.7312,0.0867,0.7192,0.1143,0.9981,0.0009,0.98,0.0093,1.0,0.0,0.8853,0.0598,0.553,0.0552,0.487,0.0253,2.4471,1.0297
0.05,0.75,1.0,3,True,320.4,41.216501549743406,0.9991,0.0009,0.7311,0.0635,0.7187,0.0907,1.0,0.0,0.9802,0.0085,1.0,0.0,0.7927,0.0749,0.7297,0.0573,0.5226,0.0213,1.4524,0.3638
0.05,0.1,1.0,4,True,260.2,64.08744026718496,0.9995,0.0011,0.7311,0.0772,0.7196,0.1004,1.0,0.0,0.9796,0.0088,1.0,0.0,0.7707,0.08,0.8772,0.1247,0.575,0.039,1.9155,0.6666
0.125,0.75,0.5,4,False,40.6,15.931101656822104,0.9703,0.0252,0.7311,0.0555,0.7206,0.085,0.9984,0.0014,0.9793,0.0069,0.8408,0.0965,0.4902,0.0728,0.9525,0.0356,0.7322,0.0901,0.484,0.0863
0.125,1.0,1.0,3,True,142.6,26.98703392371974,0.9996,0.0007,0.731,0.0605,0.7184,0.0905,1.0,0.0,0.9807,0.008,1.0,0.0,0.8088,0.0731,0.7803,0.104,0.5698,0.0411,0.8164,0.1352
0.075,0.5,0.5,2,True,265.4,130.0107687847434,0.9472,0.0559,0.731,0.0776,0.7193,0.1053,0.9977,0.0025,0.9796,0.0091,1.0,0.0,0.8674,0.0547,0.5653,0.1036,0.4681,0.051,0.9452,0.3644
0.05,0.5,1.0,4,True,278.6,28.901557051480804,1.0,0.0,0.731,0.0802,0.72,0.1034,1.0,0.0,0.9802,0.0079,1.0,0.0,0.7445,0.108,0.9015,0.0638,0.5739,0.0191,1.7917,0.2935
0.025,0.75,0.75,4,False,150.2,36.16904754068042,0.9634,0.0146,0.731,0.076,0.7213,0.095,0.9981,0.0008,0.9796,0.0072,0.7818,0.0659,0.4847,0.1186,0.9562,0.0168,0.7839,0.0982,1.3475,0.2764
0.025,0.0,0.75,5,False,165.6,34.04849482723135,0.9948,0.0051,0.731,0.0643,0.72,0.0868,0.9997,0.0003,0.9799,0.007,0.9241,0.0378,0.4642,0.1196,0.986,0.0113,0.733,0.0751,1.6295,0.3596
0.05,0.1,0.5,2,True,387.0,95.8410141849511,0.9567,0.0323,0.731,0.0853,0.7179,0.1131,0.9982,0.0014,0.9797,0.0093,1.0,0.0,0.8854,0.0466,0.5549,0.0634,0.4768,0.0367,1.1799,0.2815
0.1,1.0,0.75,5,False,42.6,10.597169433391164,0.9896,0.0117,0.7309,0.0669,0.7209,0.088,0.9995,0.0006,0.9795,0.0068,0.909,0.0792,0.5078,0.1073,0.9757,0.0221,0.7566,0.1154,0.549,0.0207
0.025,0.5,0.1,3,False,188.0,38.353617821530214,0.9286,0.03,0.7309,0.0894,0.7214,0.1096,0.9961,0.0017,0.9789,0.0085,0.7109,0.0731,0.484,0.1152,0.9268,0.0335,0.7653,0.0944,0.9416,0.1603
0.1,0.1,0.5,2,True,216.0,65.21886230225118,0.9622,0.0258,0.7309,0.0801,0.7175,0.1071,0.9984,0.0011,0.9797,0.0081,1.0,0.0,0.8569,0.0649,0.5978,0.1175,0.4938,0.0406,0.9197,0.4455
0.1,0.75,0.5,3,True,132.6,34.65977495599185,0.9956,0.0036,0.7309,0.062,0.7188,0.0902,0.9998,0.0001,0.9803,0.0081,1.0,0.0,0.8255,0.0729,0.6708,0.0456,0.5179,0.0228,0.7606,0.1753
0.075,0.5,0.1,3,True,190.4,29.602364770403057,0.9964,0.0046,0.7308,0.0663,0.7165,0.0922,0.9998,0.0002,0.9801,0.0087,1.0,0.0,0.7853,0.0743,0.7202,0.1009,0.521,0.0313,0.972,0.087
0.025,0.5,0.5,3,True,545.6,71.32531107538192,0.996,0.0047,0.7308,0.0714,0.7179,0.1003,0.9998,0.0002,0.98,0.0091,1.0,0.0,0.8205,0.0687,0.6758,0.0399,0.5061,0.0246,2.497,0.56
0.025,0.75,0.1,4,False,178.8,38.30404678359716,0.9803,0.0126,0.7308,0.0826,0.7202,0.1018,0.999,0.0007,0.9791,0.0077,0.849,0.0635,0.4805,0.1501,0.9717,0.0211,0.7401,0.1221,1.1079,0.1863
0.125,0.1,0.1,2,False,64.0,25.96150997149434,0.8758,0.0623,0.7307,0.0769,0.7201,0.0998,0.9929,0.0034,0.9783,0.0083,0.6393,0.1062,0.4537,0.0818,0.8901,0.0487,0.8014,0.089,0.5517,0.148
0.075,0.0,0.5,2,True,231.4,70.87171509142416,0.9462,0.0263,0.7307,0.0707,0.718,0.0986,0.9977,0.0012,0.9801,0.0082,1.0,0.0,0.8749,0.0675,0.5382,0.055,0.4719,0.0312,0.837,0.2328
0.1,0.0,1.0,5,False,42.0,8.803408430829505,0.9906,0.0086,0.7307,0.0596,0.7222,0.0793,0.9995,0.0005,0.979,0.0067,0.9029,0.0481,0.5004,0.0929,0.9808,0.0196,0.7643,0.0831,0.5612,0.0696
0.05,0.75,0.75,4,False,94.4,28.849610049357686,0.9727,0.0173,0.7307,0.0708,0.7181,0.0952,0.9986,0.0009,0.9801,0.0077,0.8397,0.0842,0.4866,0.1251,0.9646,0.0244,0.7517,0.0988,0.7317,0.138
0.05,0.0,0.75,2,True,364.2,92.0635649972344,0.9491,0.0342,0.7307,0.082,0.7186,0.1112,0.9978,0.0015,0.9799,0.009,1.0,0.0,0.88,0.0575,0.5424,0.0641,0.4638,0.0469,1.1449,0.227
0.075,0.1,1.0,5,True,124.8,18.633303518163387,1.0,0.0,0.7306,0.0654,0.7211,0.0876,1.0,0.0,0.9794,0.0076,1.0,0.0,0.7454,0.0995,0.9018,0.0726,0.5727,0.039,1.4802,0.3764
0.05,1.0,0.5,3,True,233.8,61.8966881181861,0.9844,0.0212,0.7306,0.0715,0.7184,0.0996,0.9993,0.0009,0.9799,0.01,1.0,0.0,0.8398,0.0593,0.6366,0.1054,0.5025,0.0335,1.3179,0.6845
0.075,0.75,0.5,2,False,90.6,26.94995361777085,0.8656,0.0236,0.7306,0.0751,0.7198,0.0982,0.9918,0.0015,0.9781,0.0076,0.5962,0.046,0.4697,0.0794,0.8829,0.0262,0.8201,0.1183,0.8056,0.1246
0.025,0.5,1.0,3,True,602.6,114.5569727253649,0.9969,0.0049,0.7306,0.0708,0.7164,0.0995,0.9999,0.0002,0.9803,0.0094,1.0,0.0,0.8228,0.0624,0.7049,0.0874,0.5255,0.0327,2.6988,0.8424
0.05,0.0,0.5,3,True,287.6,78.88472602475082,0.9948,0.0077,0.7306,0.0705,0.7176,0.098,0.9998,0.0003,0.9804,0.0084,1.0,0.0,0.8279,0.0605,0.691,0.0843,0.5337,0.0312,1.5904,0.5967
0.025,0.1,0.75,5,True,335.0,94.07178110358069,0.9994,0.0009,0.7306,0.0715,0.7208,0.0929,1.0,0.0,0.9789,0.0078,1.0,0.0,0.7654,0.0734,0.8404,0.1292,0.5423,0.0475,3.0071,0.5899
0.075,0.0,1.0,2,True,252.6,53.24753515422099,0.9545,0.0325,0.7306,0.0805,0.719,0.109,0.998,0.0015,0.9797,0.0087,1.0,0.0,0.8626,0.0726,0.556,0.0696,0.4642,0.046,1.1263,0.4001
0.05,1.0,0.1,3,True,286.6,36.25327571406479,0.9972,0.0034,0.7305,0.0815,0.7166,0.1095,0.9999,0.0001,0.9802,0.0089,1.0,0.0,0.7811,0.0727,0.703,0.0504,0.5136,0.0482,1.4511,0.3643
0.025,0.5,0.1,2,True,670.0,250.87546711466229,0.9372,0.0384,0.7305,0.0915,0.7175,0.1208,0.9973,0.0017,0.9798,0.0096,1.0,0.0,0.8794,0.0541,0.5206,0.0723,0.4536,0.0327,1.8653,0.7034
0.1,0.5,1.0,4,True,133.4,25.754611237601704,1.0,0.0,0.7305,0.0786,0.7193,0.1028,1.0,0.0,0.9794,0.0084,1.0,0.0,0.7518,0.0602,0.8899,0.0683,0.6048,0.0454,0.9749,0.1835
0.075,0.75,0.1,3,True,202.8,35.06707857806236,0.9989,0.0011,0.7305,0.0653,0.7181,0.0932,1.0,0.0,0.9804,0.0079,1.0,0.0,0.7743,0.0798,0.7394,0.0813,0.5294,0.0374,0.999,0.1728
0.05,0.75,0.5,4,True,250.4,60.11489000239458,0.9998,0.0005,0.7304,0.0788,0.7197,0.1023,1.0,0.0,0.9789,0.0092,1.0,0.0,0.7575,0.0737,0.852,0.1113,0.5686,0.0545,1.6441,0.4343
0.05,0.0,0.5,5,True,188.0,29.53811097548386,1.0,0.0,0.7303,0.0788,0.7194,0.1011,1.0,0.0,0.9793,0.0081,1.0,0.0,0.7357,0.1159,0.891,0.0667,0.5536,0.0475,1.9202,0.6239
0.075,0.0,0.75,4,False,63.2,21.440615662802223,0.9682,0.0187,0.7303,0.0585,0.7215,0.0787,0.9983,0.001,0.9797,0.0059,0.8236,0.0924,0.4808,0.0768,0.9545,0.0304,0.7554,0.0832,0.5962,0.0928
0.125,0.1,0.5,5,True,80.2,13.255187663703596,1.0,0.0,0.7302,0.0609,0.7205,0.083,1.0,0.0,0.9794,0.0061,1.0,0.0,0.7007,0.0987,0.9369,0.0536,0.5654,0.0384,0.882,0.1322
0.125,0.1,0.75,3,True,110.2,35.51337776106351,0.9868,0.0211,0.7302,0.0674,0.7189,0.0935,0.9994,0.0009,0.9796,0.0091,1.0,0.0,0.7987,0.0782,0.6949,0.1669,0.5077,0.0534,0.6716,0.0837
0.05,1.0,1.0,5,True,174.0,33.57826678076163,1.0,0.0,0.7302,0.0761,0.7203,0.0971,1.0,0.0,0.9794,0.0077,1.0,0.0,0.7497,0.0999,0.8596,0.0819,0.5544,0.0315,1.7116,0.7221
0.075,1.0,0.5,3,True,219.2,62.39951922891714,0.9954,0.0068,0.7302,0.0737,0.7163,0.1018,0.9998,0.0003,0.9803,0.0089,1.0,0.0,0.7739,0.0576,0.7442,0.139,0.5372,0.0527,1.0503,0.2463
0.025,0.0,0.75,5,True,346.4,77.81580816260923,1.0,0.0001,0.7301,0.0739,0.721,0.0951,1.0,0.0,0.9795,0.0077,1.0,0.0,0.7492,0.0861,0.8523,0.1023,0.5471,0.052,3.0811,0.5385
0.125,0.75,1.0,4,False,41.0,16.98528775146303,0.9639,0.0281,0.7301,0.0507,0.7209,0.0717,0.9981,0.0015,0.9792,0.0064,0.826,0.0993,0.5093,0.0733,0.947,0.0391,0.7486,0.0858,0.5259,0.1263
0.125,0.1,0.5,4,False,36.4,10.784247771634329,0.9629,0.0233,0.73,0.0556,0.7197,0.0805,0.998,0.0013,0.9792,0.0059,0.832,0.083,0.4801,0.0734,0.9442,0.0363,0.7635,0.0792,0.4653,0.0371
0.1,0.75,0.1,2,False,72.4,18.836135484753765,0.8725,0.043,0.73,0.0863,0.7199,0.1086,0.9924,0.0024,0.9776,0.0089,0.6317,0.0671,0.4552,0.0742,0.8814,0.036,0.7747,0.1059,0.6056,0.2806
0.075,0.1,0.75,4,False,54.6,15.501612819316577,0.9615,0.0237,0.73,0.054,0.7214,0.0725,0.998,0.0012,0.9794,0.0058,0.8029,0.0973,0.4662,0.0712,0.9573,0.0266,0.7524,0.0503,0.8869,0.1604
0.075,0.0,0.1,2,True,268.0,82.16751182797249,0.9575,0.0451,0.73,0.0849,0.7164,0.1104,0.9982,0.0019,0.9794,0.0095,1.0,0.0,0.8482,0.0323,0.5744,0.0739,0.4532,0.0407,0.9357,0.2745
0.025,0.0,0.5,2,True,736.4,115.34426730444821,0.953,0.0225,0.7299,0.0851,0.7176,0.1144,0.998,0.001,0.9796,0.0091,1.0,0.0,0.8859,0.0593,0.5468,0.0463,0.4686,0.0379,2.4172,0.6489
0.075,0.5,1.0,2,True,279.6,107.02242755609686,0.9592,0.0386,0.7299,0.0768,0.717,0.1035,0.9982,0.0018,0.9798,0.0091,1.0,0.0,0.8707,0.0593,0.567,0.0767,0.483,0.0429,1.1239,0.4759
0.125,1.0,1.0,3,False,47.0,23.769728648009426,0.9171,0.0493,0.7299,0.0678,0.7212,0.0883,0.9953,0.0028,0.9794,0.0079,0.7427,0.1321,0.4898,0.0489,0.9017,0.0566,0.7661,0.0743,0.4531,0.0686
0.05,0.75,0.75,5,True,262.4,206.27239272379617,1.0,0.0,0.7299,0.074,0.7203,0.0945,1.0,0.0,0.9801,0.0071,1.0,0.0,0.7456,0.0793,0.8703,0.0875,0.5604,0.0276,1.9793,0.4893
0.1,0.5,0.1,3,True,158.4,38.1156135986291,0.9958,0.0079,0.7298,0.0749,0.7171,0.1026,0.9998,0.0003,0.9795,0.0092,1.0,0.0,0.7774,0.0672,0.7656,0.1248,0.5527,0.0454,0.8365,0.1445
0.025,1.0,0.5,4,False,167.0,51.53154373779229,0.9667,0.021,0.7297,0.0781,0.719,0.0995,0.9982,0.0011,0.9794,0.0081,0.8204,0.0948,0.4828,0.104,0.9611,0.0244,0.7667,0.0797,1.3494,0.3498
0.125,0.75,0.5,3,True,124.4,29.254059547351712,0.996,0.0059,0.7297,0.0749,0.7162,0.1006,0.9998,0.0002,0.9801,0.0081,1.0,0.0,0.7965,0.0589,0.7434,0.1283,0.5263,0.0203,0.723,0.0975
0.05,0.1,0.5,5,True,180.0,39.54743986657037,1.0,0.0,0.7296,0.0586,0.7203,0.0822,1.0,0.0,0.9801,0.0061,1.0,0.0,0.7239,0.1219,0.8735,0.1233,0.5427,0.0216,1.8606,0.7374
0.1,1.0,0.5,5,True,128.8,74.99799997333263,1.0,0.0,0.7296,0.0726,0.7206,0.0927,1.0,0.0,0.9793,0.0068,1.0,0.0,0.7157,0.0832,0.9262,0.0654,0.5702,0.0082,1.3205,0.4046
0.1,0.1,0.1,3,True,163.4,49.87283829901803,0.9972,0.0033,0.7296,0.0767,0.7166,0.1027,0.9999,0.0001,0.98,0.0094,1.0,0.0,0.7872,0.0914,0.7528,0.138,0.5479,0.0376,1.142,0.2436
0.025,1.0,0.1,4,True,418.0,150.38118233342894,0.9985,0.0023,0.7296,0.0799,0.7193,0.1038,0.9999,0.0001,0.9787,0.0101,1.0,0.0,0.7877,0.0593,0.7848,0.1383,0.5321,0.0459,2.739,1.043
0.05,1.0,1.0,3,True,317.4,53.60317154795974,0.9984,0.0014,0.7295,0.0634,0.7178,0.091,0.9999,0.0001,0.9803,0.0081,1.0,0.0,0.7959,0.0482,0.7254,0.1121,0.5231,0.0294,1.6949,0.5616
0.025,0.0,0.75,2,True,814.2,79.39269487805537,0.9631,0.0177,0.7295,0.0817,0.716,0.1115,0.9985,0.0007,0.98,0.0086,1.0,0.0,0.869,0.0613,0.5631,0.0419,0.4855,0.0303,2.454,0.9099
0.125,0.75,0.1,2,True,164.0,81.21884017886491,0.9597,0.0349,0.7294,0.0768,0.7187,0.1051,0.9983,0.0015,0.9795,0.0088,1.0,0.0,0.8442,0.0544,0.5772,0.0727,0.4698,0.0467,0.9906,0.1998
0.05,0.1,1.0,3,True,317.0,66.50187967268293,0.9981,0.0026,0.7293,0.0687,0.7166,0.0966,0.9999,0.0001,0.9803,0.0086,1.0,0.0,0.8112,0.0566,0.7238,0.0808,0.5356,0.0161,1.3784,0.3002
0.1,1.0,0.5,2,False,77.0,24.829418035870273,0.8775,0.0437,0.7293,0.0802,0.7186,0.1038,0.9926,0.0028,0.9777,0.0095,0.6181,0.0669,0.465,0.0993,0.8892,0.0402,0.8015,0.1221,0.469,0.0701
0.05,0.5,1.0,4,False,91.4,37.010809231898726,0.9675,0.0288,0.7293,0.0664,0.719,0.0884,0.9983,0.0015,0.9792,0.0073,0.8107,0.0967,0.4607,0.1143,0.9626,0.0243,0.76,0.1146,0.9543,0.6419
0.05,0.5,0.5,4,False,95.4,29.4838939083697,0.9767,0.0152,0.7293,0.0702,0.7168,0.095,0.9988,0.0008,0.9792,0.0076,0.8492,0.0771,0.4707,0.1153,0.9672,0.0189,0.7741,0.0958,0.725,0.1264
0.05,0.75,0.1,2,True,363.6,91.37450410262153,0.9515,0.0302,0.7292,0.0764,0.7168,0.1049,0.9979,0.0014,0.9797,0.0086,1.0,0.0,0.8755,0.0672,0.5472,0.0702,0.4704,0.0302,1.2446,0.3665
0.1,0.0,0.1,2,True,216.8,20.351904087824312,0.9729,0.021,0.7292,0.0741,0.7149,0.1021,0.9989,0.0009,0.9797,0.0084,1.0,0.0,0.8443,0.047,0.5981,0.0499,0.4798,0.0329,1.0998,0.4975
0.125,0.75,0.5,2,True,211.4,48.60864120709403,0.9829,0.0153,0.7292,0.0678,0.7165,0.097,0.9993,0.0006,0.9801,0.0072,1.0,0.0,0.8355,0.0611,0.6504,0.097,0.5141,0.0121,0.9654,0.3471
0.075,1.0,0.5,2,True,289.8,117.8524501230246,0.9671,0.0237,0.7291,0.0742,0.716,0.1044,0.9986,0.0011,0.9798,0.0084,1.0,0.0,0.883,0.0527,0.5801,0.0672,0.5109,0.0289,0.9937,0.3791
0.075,0.0,1.0,3,True,205.2,48.03852620553633,0.9946,0.0109,0.729,0.0671,0.7169,0.0961,0.9998,0.0005,0.9802,0.0093,1.0,0.0,0.8,0.0662,0.7166,0.0924,0.5242,0.0655,1.0111,0.1759
0.125,0.5,0.5,2,False,58.8,13.255187663703596,0.8729,0.0456,0.729,0.0776,0.7187,0.0996,0.9925,0.0027,0.9771,0.0092,0.6262,0.0625,0.4574,0.0818,0.8757,0.0469,0.8121,0.1314,0.4306,0.0362
0.125,0.0,0.5,2,False,58.8,13.255187663703596,0.8729,0.0456,0.729,0.0776,0.7187,0.0996,0.9925,0.0027,0.9771,0.0092,0.6262,0.0625,0.4574,0.0818,0.8757,0.0469,0.8121,0.1314,0.4328,0.0459
0.125,0.1,0.5,2,False,58.8,13.255187663703596,0.8729,0.0456,0.729,0.0776,0.7187,0.0996,0.9925,0.0027,0.9771,0.0092,0.6262,0.0625,0.4574,0.0818,0.8757,0.0469,0.8121,0.1314,0.4523,0.0559
0.1,0.75,0.75,3,True,161.0,52.957530153888406,0.9965,0.0032,0.729,0.0745,0.7152,0.1021,0.9999,0.0001,0.9806,0.0084,1.0,0.0,0.7957,0.0585,0.7404,0.1306,0.561,0.0631,0.8521,0.224
0.1,0.0,0.5,3,True,182.0,53.10837975310488,0.9982,0.0021,0.7289,0.084,0.7159,0.1089,0.9999,0.0001,0.98,0.0096,1.0,0.0,0.7737,0.0613,0.7782,0.135,0.543,0.0289,1.1783,0.621
0.075,0.0,0.1,3,True,211.8,47.44154297659384,0.9972,0.0059,0.7289,0.0742,0.7149,0.1009,0.9999,0.0003,0.9802,0.0088,1.0,0.0,0.7784,0.0595,0.7561,0.089,0.5279,0.0314,1.2369,0.274
0.025,0.75,0.1,5,False,147.0,32.08582241426889,0.9948,0.0033,0.7289,0.067,0.7195,0.088,0.9997,0.0002,0.9786,0.0073,0.9188,0.0349,0.4858,0.1419,0.9882,0.0109,0.7589,0.0868,1.1814,0.2107
0.025,0.1,0.75,5,False,143.0,37.71604433129222,0.9907,0.0064,0.7288,0.0679,0.7179,0.0873,0.9995,0.0003,0.9795,0.0069,0.8886,0.06,0.4596,0.1302,0.9816,0.0123,0.7604,0.0467,1.4239,0.7377
0.05,0.0,0.1,4,False,95.2,21.924871721403523,0.9828,0.0111,0.7288,0.0835,0.7183,0.1008,0.9991,0.0006,0.9794,0.0069,0.8659,0.0652,0.4735,0.1326,0.9748,0.0181,0.7618,0.1229,0.7296,0.1024
0.075,0.75,0.75,4,True,145.6,25.870832997798892,1.0,0.0,0.7288,0.077,0.7173,0.1027,1.0,0.0,0.9795,0.0096,1.0,0.0,0.7693,0.0721,0.7959,0.0762,0.5594,0.0326,1.2541,0.6027
0.1,0.75,0.5,4,False,50.0,11.979148550710939,0.9738,0.0296,0.7288,0.0722,0.7191,0.0925,0.9986,0.0015,0.9786,0.0081,0.8519,0.0837,0.4854,0.0664,0.9617,0.0372,0.7848,0.1228,0.5245,0.0442
0.1,0.75,0.5,2,False,71.0,17.073371078963874,0.8703,0.042,0.7287,0.0776,0.7182,0.1016,0.9922,0.0028,0.9773,0.0092,0.6155,0.0638,0.4521,0.0894,0.8864,0.0413,0.8063,0.1229,0.4501,0.0499
0.1,1.0,0.1,2,True,212.0,17.161002301730512,0.9701,0.0266,0.7287,0.0823,0.7149,0.1113,0.9988,0.0011,0.9792,0.0094,1.0,0.0,0.8195,0.0568,0.5919,0.0608,0.4688,0.0292,1.0386,0.3396
0.05,0.5,0.1,5,False,80.0,9.246621004453464,0.9963,0.0037,0.7286,0.0741,0.7198,0.0943,0.9998,0.0002,0.9789,0.0079,0.9374,0.0393,0.4741,0.1343,0.9909,0.0086,0.7456,0.0593,0.8717,0.1524
0.075,0.0,1.0,5,True,124.4,38.12872932579841,1.0,0.0001,0.7286,0.0702,0.7193,0.0924,1.0,0.0,0.9796,0.0073,1.0,0.0,0.7576,0.0706,0.8542,0.1126,0.5655,0.0628,1.5061,0.4535
0.05,0.75,0.75,2,True,452.6,93.57243183758771,0.9728,0.0124,0.7286,0.0826,0.7151,0.1125,0.9989,0.0005,0.9801,0.0086,1.0,0.0,0.8692,0.0483,0.5898,0.0369,0.5032,0.0094,1.5246,0.4228
0.075,0.75,0.1,5,False,56.6,15.501612819316575,0.9973,0.0027,0.7285,0.0683,0.7212,0.0846,0.9999,0.0001,0.9793,0.0062,0.94,0.0324,0.5122,0.126,0.9941,0.0089,0.7511,0.0758,0.6524,0.1296
0.05,1.0,0.75,5,True,258.0,157.09073811017632,1.0,0.0,0.7285,0.0763,0.7193,0.0965,1.0,0.0,0.9795,0.0074,1.0,0.0,0.7317,0.0987,0.9029,0.0643,0.5613,0.0148,1.999,0.2681
0.075,0.1,0.75,2,True,326.2,100.1458935753234,0.9742,0.0265,0.7284,0.0795,0.7136,0.1076,0.9989,0.0011,0.9796,0.0083,1.0,0.0,0.8451,0.0574,0.6098,0.0744,0.4901,0.0376,1.0642,0.3135
0.125,0.0,0.75,3,True,112.0,42.59694824749773,0.9855,0.0213,0.7284,0.0672,0.7168,0.0939,0.9994,0.0009,0.98,0.0086,1.0,0.0,0.8046,0.0842,0.6943,0.1767,0.5119,0.0517,0.9479,0.4425
0.1,0.5,0.75,5,False,37.6,7.3348483283569,0.9893,0.0111,0.7284,0.07,0.7176,0.0918,0.9995,0.0006,0.9794,0.0066,0.8906,0.0745,0.5085,0.0988,0.9778,0.0178,0.7443,0.1181,0.6772,0.2501
0.125,0.5,0.5,3,True,126.8,34.142349069740355,0.9967,0.0055,0.7284,0.0769,0.7154,0.0998,0.9999,0.0002,0.9801,0.0083,1.0,0.0,0.779,0.0553,0.7486,0.1176,0.5417,0.0342,1.0518,0.242
0.075,0.5,1.0,3,True,208.0,50.274247880997684,0.9971,0.0034,0.7284,0.0694,0.7155,0.0973,0.9999,0.0001,0.9806,0.009,1.0,0.0,0.8287,0.0671,0.724,0.1203,0.5501,0.0447,1.1994,0.6357
0.075,0.1,0.1,4,False,56.8,21.913466179497938,0.9686,0.0224,0.7283,0.0769,0.7193,0.0947,0.9983,0.0012,0.9794,0.0068,0.8286,0.0977,0.4963,0.17,0.9584,0.0269,0.763,0.0759,0.556,0.0725
0.075,1.0,0.1,2,False,98.6,38.91400776070232,0.875,0.0357,0.7283,0.0809,0.718,0.1029,0.9925,0.0024,0.9779,0.0088,0.6199,0.0636,0.4883,0.0664,0.9017,0.0277,0.8106,0.1254,0.5229,0.1216
0.075,0.75,0.5,2,True,285.6,40.37078151336681,0.9668,0.0257,0.7283,0.0827,0.7145,0.111,0.9987,0.001,0.9793,0.009,1.0,0.0,0.846,0.0488,0.5829,0.0624,0.482,0.0208,0.9364,0.1573
0.025,0.75,0.1,2,True,712.2,219.05980918461515,0.9461,0.0456,0.7283,0.086,0.7163,0.1131,0.9976,0.0021,0.9792,0.0097,1.0,0.0,0.896,0.0298,0.5395,0.0783,0.4658,0.0521,2.112,0.7621
0.025,0.75,0.5,4,True,403.4,138.63729656914117,0.9983,0.0022,0.7283,0.0662,0.7201,0.0891,0.9999,0.0001,0.9785,0.0094,1.0,0.0,0.7919,0.0741,0.7424,0.1028,0.543,0.0533,2.7065,1.4191
0.05,0.1,0.75,2,False,149.8,45.985867394233196,0.8733,0.0459,0.7282,0.0806,0.7165,0.1034,0.9924,0.0027,0.9774,0.0091,0.616,0.0732,0.4826,0.0929,0.8901,0.037,0.8048,0.1515,0.6749,0.1137
0.05,0.0,0.75,2,False,149.8,45.985867394233196,0.8733,0.0459,0.7282,0.0806,0.7165,0.1034,0.9924,0.0027,0.9774,0.0091,0.616,0.0732,0.4826,0.0929,0.8901,0.037,0.8048,0.1515,0.9066,0.2199
0.05,0.5,0.75,2,False,149.8,45.985867394233196,0.8733,0.0459,0.7282,0.0806,0.7165,0.1034,0.9924,0.0027,0.9774,0.0091,0.616,0.0732,0.4826,0.0929,0.8901,0.037,0.8048,0.1515,0.647,0.1492
0.125,1.0,0.5,2,True,190.4,34.048494827231345,0.979,0.0129,0.7282,0.0651,0.7163,0.0945,0.9991,0.0005,0.9801,0.0075,1.0,0.0,0.8545,0.0595,0.6169,0.0482,0.4999,0.0061,0.7366,0.1391
0.025,0.1,0.1,5,True,364.6,85.2924381173384,1.0,0.0,0.7281,0.0859,0.7189,0.1073,1.0,0.0,0.9788,0.0085,1.0,0.0,0.7225,0.1209,0.8837,0.0808,0.5725,0.1082,3.1397,0.5542
0.125,0.5,1.0,4,False,43.0,12.083045973594572,0.9737,0.0288,0.728,0.0469,0.7176,0.0697,0.9986,0.0015,0.9796,0.0062,0.8539,0.0909,0.5057,0.0718,0.9623,0.0385,0.7481,0.0839,0.5021,0.0618
0.05,0.75,1.0,4,True,227.2,44.23460184064054,0.9993,0.0014,0.728,0.066,0.7179,0.0882,1.0,0.0001,0.9798,0.0073,1.0,0.0,0.7581,0.0776,0.807,0.1016,0.5456,0.0426,1.4412,0.2724
0.1,1.0,0.5,4,True,105.2,23.34951819631403,0.9999,0.0002,0.728,0.0676,0.7161,0.0941,1.0,0.0,0.9802,0.0081,1.0,0.0,0.7765,0.0721,0.7843,0.0492,0.5588,0.0267,0.8474,0.1745
0.125,0.0,0.1,4,False,37.4,12.095453691366853,0.9752,0.0206,0.728,0.0846,0.7146,0.1087,0.9987,0.0011,0.9804,0.0075,0.8594,0.0711,0.5225,0.0872,0.9657,0.0241,0.7348,0.053,0.4661,0.0608
0.025,0.5,1.0,2,True,738.2,314.7192399584112,0.94,0.0514,0.728,0.0844,0.7164,0.111,0.9973,0.0024,0.9794,0.0097,1.0,0.0,0.8958,0.0401,0.5408,0.0967,0.4708,0.0544,2.0337,0.8268
