params_eta,params_gamma,params_lambda,params_max_depth,params_scale_pos_weight,param_n_estimators_mean,param_n_estimators_std,tr_pr_auc_mean,tr_pr_auc_std,te_pr_auc_mean,te_pr_auc_std,adj_pr_auc_mean,adj_pr_auc_std,tr_roc_auc_mean,tr_roc_auc_std,te_roc_auc_mean,te_roc_auc_std,tr_recall_mean,tr_recall_std,te_recall_mean,te_recall_std,tr_precision_mean,tr_precision_std,te_precision_mean,te_precision_std,time_mean,time_std
0.1,0.1,0.5,4,False,52.4,19.62906008957128,0.9792,0.0183,0.7211,0.0588,0.7128,0.084,0.9989,0.001,0.979,0.007,0.8652,0.0715,0.4633,0.0727,0.9711,0.0238,0.7297,0.0633,0.5535,0.1315
0.125,1.0,0.1,4,False,42.8,10.134100848126588,0.9842,0.0136,0.7211,0.067,0.7124,0.0857,0.9992,0.0007,0.98,0.006,0.8849,0.0584,0.505,0.085,0.9723,0.0227,0.7199,0.0499,0.6534,0.2737
0.025,0.0,1.0,4,True,461.6,54.92995539776088,0.9999,0.0001,0.7211,0.0755,0.709,0.1001,1.0,0.0,0.9796,0.009,1.0,0.0,0.7713,0.0787,0.821,0.0887,0.5508,0.0362,2.9951,0.6385
0.125,0.1,1.0,5,False,33.4,9.96493853468249,0.9912,0.0075,0.721,0.0395,0.7141,0.0543,0.9995,0.0004,0.9791,0.0042,0.9048,0.0496,0.4867,0.0322,0.9872,0.0128,0.7306,0.0529,0.6204,0.1042
0.075,1.0,1.0,2,True,209.0,66.24575458095408,0.9313,0.0516,0.721,0.0752,0.7091,0.1049,0.9969,0.0025,0.9794,0.0085,1.0,0.0,0.8859,0.0593,0.5211,0.0785,0.4502,0.0727,0.9208,0.3694
0.05,0.5,0.1,4,True,208.2,52.722860316944114,0.9995,0.0009,0.721,0.0819,0.7108,0.1051,1.0,0.0,0.9785,0.01,1.0,0.0,0.7764,0.0794,0.7882,0.1204,0.5386,0.0305,1.6741,0.9143
0.1,0.75,0.1,5,False,37.8,9.757048734120374,0.9948,0.0049,0.7209,0.0637,0.7119,0.0831,0.9997,0.0003,0.9793,0.0064,0.9114,0.0399,0.5131,0.1249,0.9906,0.0095,0.781,0.0625,0.5338,0.0771
0.05,1.0,0.75,5,False,78.2,26.17632518135424,0.9912,0.0067,0.7209,0.0612,0.7092,0.0841,0.9995,0.0004,0.9796,0.006,0.8979,0.0758,0.4761,0.0957,0.983,0.0125,0.7486,0.0438,0.7585,0.1356
0.025,0.0,1.0,5,False,153.8,39.44236301237541,0.99,0.0065,0.7208,0.0678,0.7099,0.09,0.9995,0.0004,0.9791,0.0072,0.8856,0.0597,0.4806,0.14,0.9823,0.0115,0.7152,0.0641,1.4339,0.5546
0.1,0.1,0.5,3,True,141.6,9.396807968666808,0.9967,0.0036,0.7207,0.0734,0.7092,0.1006,0.9999,0.0002,0.9795,0.0088,1.0,0.0,0.7845,0.0808,0.7055,0.0642,0.5182,0.0187,0.8061,0.0924
0.075,0.0,0.1,5,True,125.2,32.50692233971097,0.9999,0.0003,0.7206,0.0877,0.7102,0.1112,1.0,0.0,0.9784,0.0089,1.0,0.0,0.7159,0.1179,0.899,0.0869,0.5685,0.0696,1.1881,0.2056
0.025,0.1,0.5,4,True,423.2,111.06844736467689,0.9996,0.0004,0.7206,0.0804,0.709,0.1062,1.0,0.0,0.9786,0.0099,1.0,0.0,0.783,0.0832,0.7749,0.1244,0.5313,0.0259,2.9117,1.2324
0.1,1.0,1.0,4,False,43.2,9.984988733093294,0.9569,0.0298,0.7206,0.0644,0.7116,0.0832,0.9977,0.0016,0.9787,0.0063,0.8054,0.0948,0.5127,0.0916,0.9441,0.0319,0.7533,0.091,0.4963,0.036
0.05,0.75,0.75,4,True,218.8,69.08473058498528,0.9962,0.0067,0.7205,0.0792,0.7108,0.1022,0.9998,0.0003,0.9782,0.0104,1.0,0.0,0.7765,0.0721,0.7877,0.1524,0.5394,0.0449,1.7071,0.31
0.05,0.1,0.1,5,True,197.0,59.61124055075519,1.0,0.0,0.7205,0.0844,0.7105,0.1068,1.0,0.0,0.9784,0.0087,1.0,0.0,0.7141,0.1046,0.8973,0.0914,0.5647,0.081,1.7377,0.4231
0.1,0.75,1.0,2,True,201.2,28.26128093346089,0.9625,0.0255,0.7205,0.0741,0.7076,0.1035,0.9984,0.0011,0.9799,0.0081,1.0,0.0,0.869,0.0613,0.5734,0.0529,0.4776,0.0484,0.7483,0.0808
0.1,0.0,0.5,5,True,94.8,18.646715528478467,1.0,0.0,0.7204,0.0699,0.7099,0.093,1.0,0.0,0.9788,0.0076,1.0,0.0,0.7195,0.1139,0.9146,0.0753,0.5648,0.0407,1.2864,0.2894
0.05,1.0,0.5,5,False,78.4,23.07162759754933,0.9921,0.0061,0.7204,0.0638,0.7086,0.0911,0.9996,0.0003,0.9787,0.0066,0.9072,0.0584,0.4934,0.1309,0.9816,0.0109,0.7603,0.0981,1.0598,0.1907
0.075,0.1,1.0,5,False,54.4,14.328293687665674,0.9923,0.0068,0.7203,0.0578,0.71,0.0828,0.9996,0.0004,0.9791,0.0066,0.9087,0.0623,0.4947,0.118,0.9858,0.0097,0.7753,0.1065,0.6403,0.1145
0.05,1.0,0.1,4,True,224.0,61.6644143732834,1.0,0.0,0.7203,0.0805,0.7096,0.1051,1.0,0.0,0.9786,0.0096,1.0,0.0,0.7615,0.1031,0.8159,0.0557,0.5506,0.0437,1.7257,0.4754
0.1,0.75,0.75,5,True,87.0,14.212670403551895,1.0,0.0,0.7201,0.0661,0.7081,0.0936,1.0,0.0,0.9792,0.0075,1.0,0.0,0.7124,0.1479,0.8615,0.0803,0.5487,0.0636,1.2267,0.5183
0.05,0.5,0.5,2,True,317.6,95.10415343190854,0.9353,0.0469,0.7201,0.078,0.7082,0.1068,0.9971,0.0022,0.9794,0.008,1.0,0.0,0.872,0.0616,0.5226,0.0802,0.4489,0.0672,1.0004,0.1672
0.075,0.75,1.0,2,True,228.6,90.43948252837363,0.9371,0.0568,0.72,0.0733,0.7081,0.1009,0.9972,0.0027,0.979,0.008,1.0,0.0,0.8713,0.0626,0.5388,0.0951,0.446,0.069,0.8877,0.2923
0.075,0.0,1.0,5,False,51.4,9.20869154657707,0.9894,0.0078,0.7199,0.0575,0.7095,0.0823,0.9995,0.0004,0.9793,0.0062,0.8979,0.051,0.4905,0.1146,0.9805,0.0141,0.7445,0.0673,0.6214,0.0458
0.125,0.0,0.1,3,False,39.0,6.284902544988268,0.9262,0.0314,0.7199,0.0833,0.7113,0.1021,0.9959,0.0018,0.9792,0.0066,0.7233,0.0751,0.4918,0.1414,0.9132,0.0463,0.7458,0.0817,0.6666,0.1444
0.025,1.0,1.0,5,False,155.8,39.27721986088119,0.9904,0.0074,0.7198,0.0687,0.7096,0.0895,0.9995,0.0004,0.979,0.0072,0.8921,0.0645,0.4787,0.1236,0.9811,0.0121,0.7299,0.0628,1.508,0.5854
0.05,0.5,1.0,5,False,79.8,20.55966925804012,0.9922,0.0055,0.7198,0.0688,0.7096,0.0895,0.9996,0.0003,0.9798,0.0064,0.9044,0.0469,0.4766,0.1084,0.9846,0.0099,0.7325,0.0789,1.0251,0.529
0.05,1.0,0.5,4,True,215.4,63.88505302494473,0.9998,0.0004,0.7197,0.0715,0.7103,0.0951,1.0,0.0,0.9788,0.0084,1.0,0.0,0.7631,0.0919,0.7757,0.0828,0.5326,0.0402,1.4075,0.4002
0.025,1.0,1.0,2,True,667.6,234.41906919020047,0.9331,0.0534,0.7197,0.0784,0.7082,0.1059,0.997,0.0025,0.9789,0.0088,1.0,0.0,0.8905,0.0385,0.527,0.0823,0.4537,0.074,2.0738,0.5701
0.025,1.0,0.75,2,True,753.6,188.70426598251564,0.9503,0.0473,0.7196,0.0804,0.7076,0.109,0.9978,0.0023,0.9788,0.0088,1.0,0.0,0.8668,0.0708,0.5511,0.0805,0.4642,0.0692,2.0712,0.4684
0.075,0.5,0.75,5,True,225.0,251.94543059956456,0.9999,0.0002,0.7195,0.0694,0.7091,0.0918,1.0,0.0,0.9798,0.0067,1.0,0.0,0.7522,0.0913,0.8643,0.1281,0.5575,0.0504,1.2851,0.3963
0.125,1.0,0.1,5,False,30.6,4.774934554525329,0.9936,0.004,0.7194,0.0686,0.7091,0.089,0.9997,0.0002,0.9794,0.0074,0.9201,0.0237,0.4949,0.0499,0.986,0.0127,0.7526,0.0316,0.4896,0.0596
0.125,0.0,0.1,5,True,71.2,14.342245291445828,0.9998,0.0004,0.7193,0.0793,0.7086,0.101,1.0,0.0,0.9779,0.0075,1.0,0.0,0.7111,0.0984,0.9027,0.0956,0.5481,0.0523,1.0068,0.4544
0.125,1.0,1.0,4,True,101.2,24.345430782797827,1.0,0.0,0.7193,0.0714,0.7073,0.0997,1.0,0.0,0.979,0.0089,1.0,0.0,0.7582,0.0723,0.8634,0.0779,0.5523,0.0585,1.1397,0.255
0.125,0.1,0.1,3,False,38.0,7.035623639735144,0.9234,0.0343,0.7192,0.084,0.7108,0.1027,0.9957,0.002,0.979,0.007,0.7201,0.0757,0.4918,0.1414,0.9094,0.0518,0.7503,0.0722,0.4262,0.0327
0.05,0.75,0.75,5,False,77.8,14.342245291445828,0.9931,0.0056,0.7192,0.0509,0.7096,0.0768,0.9996,0.0003,0.9795,0.0063,0.906,0.0369,0.457,0.0941,0.9798,0.0096,0.7343,0.0509,0.7702,0.1313
0.1,0.0,1.0,4,True,125.2,17.90809872655386,0.9999,0.0001,0.7192,0.0764,0.7092,0.0996,1.0,0.0,0.9789,0.008,1.0,0.0,0.7518,0.0602,0.8594,0.1081,0.5699,0.0523,0.996,0.1569
0.1,0.75,0.5,2,True,174.0,54.3323108288245,0.9442,0.0576,0.7191,0.0761,0.7073,0.1026,0.9974,0.003,0.9787,0.008,0.9993,0.0015,0.8552,0.0545,0.5551,0.0939,0.4589,0.0703,0.9941,0.3423
0.1,0.75,0.5,5,True,90.8,15.5145093380358,1.0,0.0,0.719,0.0665,0.7078,0.0922,1.0,0.0,0.9786,0.0078,1.0,0.0,0.7102,0.1052,0.9004,0.0623,0.567,0.0493,0.9404,0.1489
0.05,0.0,1.0,2,False,138.8,28.464012366495346,0.8662,0.035,0.7189,0.0773,0.7064,0.1006,0.9919,0.0023,0.9771,0.0085,0.5981,0.0523,0.4493,0.0721,0.884,0.037,0.8247,0.1137,0.6065,0.0768
0.05,0.1,1.0,2,False,138.8,28.464012366495346,0.8662,0.035,0.7189,0.0773,0.7064,0.1006,0.9919,0.0023,0.9771,0.0085,0.5981,0.0523,0.4493,0.0721,0.884,0.037,0.8247,0.1137,0.9203,0.397
0.05,0.5,1.0,2,False,138.8,28.464012366495346,0.8662,0.035,0.7189,0.0773,0.7064,0.1006,0.9919,0.0023,0.9771,0.0085,0.5981,0.0523,0.4493,0.0721,0.884,0.037,0.8247,0.1137,0.876,0.1552
0.075,0.75,1.0,2,False,94.4,27.50090907588329,0.8655,0.0494,0.7189,0.0747,0.7087,0.0962,0.9919,0.003,0.9772,0.0084,0.6041,0.0895,0.458,0.0845,0.8876,0.0436,0.8101,0.1119,0.5148,0.0659
0.125,1.0,0.1,3,False,44.0,16.673332000533065,0.9295,0.049,0.7188,0.0921,0.7081,0.1143,0.996,0.0028,0.9795,0.0078,0.7472,0.1191,0.4577,0.1133,0.9134,0.0582,0.7838,0.096,0.4467,0.0394
0.05,0.75,1.0,2,False,127.8,21.58008341040414,0.8571,0.0211,0.7188,0.0779,0.7062,0.101,0.9913,0.0015,0.9773,0.0085,0.5796,0.03,0.4429,0.0696,0.8793,0.0267,0.8223,0.1147,0.6119,0.1178
0.075,1.0,0.75,5,True,150.2,110.96035327989904,1.0,0.0001,0.7187,0.0671,0.708,0.0938,1.0,0.0,0.9795,0.0074,1.0,0.0,0.7648,0.0693,0.8277,0.0951,0.5433,0.0295,1.1272,0.1529
0.05,0.1,0.1,4,True,205.2,54.80602156697748,0.9996,0.0006,0.7186,0.0712,0.7085,0.0954,1.0,0.0,0.9789,0.0086,1.0,0.0,0.7748,0.0897,0.7842,0.0759,0.5518,0.044,1.3724,0.3284
0.125,0.5,0.1,3,True,110.2,23.015212360523634,0.9954,0.0036,0.7186,0.052,0.7078,0.0799,0.9998,0.0002,0.9791,0.0073,1.0,0.0,0.7787,0.0948,0.7015,0.0693,0.5253,0.0422,0.8819,0.363
0.1,1.0,0.5,2,True,192.0,62.060454397305215,0.9537,0.0627,0.7185,0.0704,0.7069,0.0973,0.9978,0.0033,0.979,0.0076,0.9993,0.0015,0.8432,0.0672,0.5749,0.0985,0.4653,0.0726,0.7483,0.1231
0.05,0.0,0.5,4,True,218.8,29.123873368767413,0.9997,0.0004,0.7185,0.0702,0.7076,0.0958,1.0,0.0,0.9785,0.009,1.0,0.0,0.7725,0.0969,0.8058,0.0948,0.5409,0.0385,1.7329,0.6582
0.025,0.75,0.75,2,False,231.6,43.055777777204305,0.8475,0.0315,0.7183,0.0824,0.7064,0.1048,0.9907,0.0022,0.9767,0.0085,0.5649,0.0405,0.4451,0.0845,0.8801,0.0274,0.8194,0.1222,0.8901,0.1657
0.025,0.0,0.5,5,True,330.8,46.33788946423866,1.0,0.0,0.7181,0.0784,0.708,0.101,1.0,0.0,0.9784,0.0079,1.0,0.0,0.7491,0.0994,0.8453,0.0861,0.5466,0.0415,2.9405,0.3634
0.075,0.5,1.0,5,False,51.8,9.85900603509299,0.9917,0.0082,0.7181,0.0532,0.7088,0.0776,0.9996,0.0004,0.9793,0.0067,0.8978,0.0459,0.4958,0.1048,0.9851,0.0104,0.7542,0.0474,0.6308,0.0889
0.1,0.75,0.1,4,True,108.4,24.11016383187804,0.9999,0.0001,0.718,0.0758,0.7083,0.0989,1.0,0.0,0.9786,0.0089,1.0,0.0,0.751,0.0617,0.8241,0.0953,0.5372,0.0158,0.8406,0.1466
0.025,0.5,0.5,5,True,305.8,79.94498108074077,0.9996,0.0005,0.718,0.075,0.7093,0.0975,1.0,0.0,0.9786,0.0082,1.0,0.0,0.7559,0.0901,0.7949,0.1222,0.529,0.0467,2.7845,0.446
0.075,0.5,1.0,2,False,83.8,18.390214789392758,0.8528,0.021,0.718,0.0747,0.707,0.0951,0.991,0.001,0.977,0.0081,0.5708,0.0318,0.4687,0.0935,0.8805,0.0296,0.8301,0.1321,0.4869,0.0647
0.075,0.0,1.0,2,False,83.8,18.390214789392758,0.8528,0.021,0.718,0.0747,0.707,0.0951,0.991,0.001,0.977,0.0081,0.5708,0.0318,0.4687,0.0935,0.8805,0.0296,0.8301,0.1321,0.5392,0.094
0.075,0.1,1.0,2,False,83.8,18.390214789392758,0.8528,0.021,0.718,0.0747,0.707,0.0951,0.991,0.001,0.977,0.0081,0.5708,0.0318,0.4687,0.0935,0.8805,0.0296,0.8301,0.1321,0.4898,0.0741
0.125,0.0,0.1,4,True,91.2,29.046514420838864,0.9985,0.0025,0.7179,0.0791,0.7071,0.1019,0.9999,0.0001,0.9776,0.0096,1.0,0.0,0.7514,0.0865,0.8218,0.1451,0.5467,0.0472,0.7712,0.1513
0.1,0.1,0.75,5,True,87.2,20.22869249358445,0.9995,0.0011,0.7179,0.0708,0.7055,0.0952,1.0,0.0,0.9791,0.0071,1.0,0.0,0.7112,0.1326,0.8529,0.1385,0.5414,0.0385,1.2149,0.201
0.025,0.0,0.75,2,False,263.6,74.01216116287917,0.8608,0.044,0.7179,0.0832,0.7061,0.1054,0.9915,0.0029,0.9769,0.0086,0.5914,0.0666,0.458,0.0845,0.8855,0.032,0.8236,0.1222,0.8967,0.1633
0.025,0.5,0.75,2,False,263.6,74.01216116287917,0.8608,0.044,0.7179,0.0832,0.7061,0.1054,0.9915,0.0029,0.9769,0.0086,0.5914,0.0666,0.458,0.0845,0.8855,0.032,0.8236,0.1222,0.9427,0.223
0.025,0.1,0.75,2,False,263.6,74.01216116287917,0.8608,0.044,0.7179,0.0832,0.7061,0.1054,0.9915,0.0029,0.9769,0.0086,0.5914,0.0666,0.458,0.0845,0.8855,0.032,0.8236,0.1222,0.9408,0.1987
0.075,0.5,0.5,4,True,146.0,47.97395126524393,0.9989,0.0015,0.7177,0.0764,0.7078,0.0999,1.0,0.0001,0.9779,0.01,1.0,0.0,0.7714,0.0736,0.7925,0.1384,0.5522,0.0646,1.3738,0.5745
0.025,1.0,0.5,5,False,147.6,42.52411080786993,0.9917,0.0056,0.7177,0.06,0.708,0.0832,0.9996,0.0003,0.9788,0.007,0.8903,0.0595,0.4577,0.1147,0.9842,0.0136,0.7521,0.0276,1.4003,0.6925
0.125,0.5,0.1,5,True,71.6,17.938784797192923,1.0,0.0,0.7176,0.075,0.707,0.097,1.0,0.0,0.9785,0.007,1.0,0.0,0.7064,0.1172,0.8806,0.0948,0.5483,0.0556,1.1041,0.4493
0.125,0.75,0.75,4,True,98.8,20.825465180878915,0.9993,0.0015,0.7176,0.0734,0.705,0.0987,1.0,0.0001,0.9779,0.0094,1.0,0.0,0.773,0.0681,0.8598,0.1015,0.558,0.0178,0.8126,0.1413
0.025,1.0,0.75,2,False,244.2,50.65273931388114,0.8528,0.025,0.7176,0.0824,0.7059,0.1047,0.991,0.0017,0.9769,0.0085,0.5765,0.0312,0.4451,0.0845,0.8836,0.0233,0.8099,0.1247,1.1664,0.247
0.125,1.0,0.5,5,True,76.0,13.838352503098049,1.0,0.0,0.7176,0.0541,0.7088,0.0787,1.0,0.0,0.9784,0.0067,1.0,0.0,0.6919,0.1535,0.9172,0.0811,0.5467,0.0576,0.8412,0.1486
0.075,0.75,0.1,4,True,137.2,12.132600710482485,0.9996,0.0004,0.7175,0.0696,0.7063,0.0945,1.0,0.0,0.9788,0.0082,1.0,0.0,0.7609,0.087,0.8069,0.0873,0.5424,0.0117,1.0578,0.1034
0.125,0.75,0.1,5,False,32.2,7.19027120489902,0.9936,0.0054,0.7174,0.0688,0.7086,0.0863,0.9997,0.0003,0.9787,0.0069,0.9149,0.0422,0.4806,0.0926,0.9882,0.0111,0.7511,0.0681,0.6024,0.2317
0.05,0.75,0.1,4,True,211.8,63.44840423525244,0.9994,0.0009,0.7174,0.0693,0.7064,0.097,1.0,0.0,0.9785,0.0096,1.0,0.0,0.7735,0.0877,0.783,0.1296,0.5546,0.0431,1.6439,0.8287
0.075,0.5,0.5,5,True,115.6,32.4237567225021,0.9998,0.0004,0.7174,0.0659,0.7069,0.0902,1.0,0.0,0.9788,0.008,1.0,0.0,0.7488,0.076,0.8484,0.1249,0.5585,0.043,1.1273,0.2864
0.1,1.0,0.1,4,False,49.4,14.152738250953417,0.9797,0.0186,0.7173,0.0751,0.7092,0.0924,0.9989,0.001,0.9793,0.0066,0.8704,0.0728,0.5064,0.1202,0.967,0.024,0.7021,0.0905,0.5266,0.0712
0.1,0.0,0.1,3,False,49.4,17.18429515575195,0.9267,0.0376,0.7173,0.096,0.7077,0.1151,0.9959,0.0022,0.9793,0.0079,0.7105,0.0934,0.4658,0.1522,0.918,0.0313,0.7528,0.1001,0.4994,0.0874
0.075,0.1,0.1,5,True,121.2,26.90167281044062,1.0,0.0,0.7173,0.0888,0.7046,0.1106,1.0,0.0,0.9787,0.0084,1.0,0.0,0.7156,0.1375,0.8872,0.0807,0.5604,0.0589,1.2355,0.3338
0.05,0.0,0.5,5,False,79.6,14.909728367747013,0.9941,0.0052,0.7173,0.0705,0.704,0.0965,0.9997,0.0003,0.9784,0.0072,0.921,0.043,0.4571,0.115,0.983,0.0112,0.7479,0.093,0.7851,0.1063
0.025,0.75,0.5,5,True,334.4,44.3091412690429,1.0,0.0,0.7172,0.0748,0.7074,0.0977,1.0,0.0,0.979,0.0075,1.0,0.0,0.7408,0.1155,0.8532,0.0766,0.5426,0.0403,2.9837,0.3559
0.125,0.5,1.0,4,True,96.2,20.166804407243106,0.9998,0.0002,0.717,0.0658,0.7056,0.0929,1.0,0.0,0.9788,0.0085,1.0,0.0,0.7569,0.0576,0.8508,0.1027,0.5607,0.0272,1.1196,0.5395
0.125,0.0,0.75,5,True,74.4,22.50111108367762,1.0,0.0,0.7169,0.074,0.7051,0.0987,1.0,0.0,0.9782,0.008,1.0,0.0,0.7486,0.0613,0.858,0.1258,0.565,0.0413,0.9124,0.2545
0.05,0.75,0.5,5,False,77.8,22.521101216414795,0.9926,0.0047,0.7168,0.0617,0.7054,0.0888,0.9996,0.0003,0.9786,0.0069,0.9051,0.0481,0.4717,0.1184,0.9807,0.0131,0.7469,0.1035,0.8749,0.3373
0.075,0.75,0.75,5,True,113.4,26.94995361777085,0.9997,0.0006,0.7168,0.0679,0.7064,0.092,1.0,0.0,0.9788,0.0075,1.0,0.0,0.7389,0.0899,0.8444,0.1077,0.5439,0.0516,1.1294,0.2284
0.075,0.1,0.5,4,True,163.6,36.7736318576232,1.0,0.0,0.7167,0.049,0.7091,0.0711,1.0,0.0,0.9787,0.0069,1.0,0.0,0.7462,0.0941,0.8595,0.0757,0.5602,0.053,1.4193,0.7585
0.1,0.5,0.5,4,False,47.6,13.992855319769442,0.9729,0.0243,0.7166,0.0631,0.708,0.087,0.9986,0.0013,0.9787,0.0074,0.8462,0.0805,0.4911,0.0833,0.9645,0.0337,0.7265,0.049,0.5282,0.0863
0.1,0.5,0.5,5,False,41.8,14.11382301150188,0.9899,0.0094,0.7166,0.0649,0.7058,0.0926,0.9995,0.0005,0.9785,0.0069,0.907,0.0645,0.4667,0.0923,0.9763,0.0149,0.7282,0.07,0.5544,0.0512
0.1,0.1,0.75,4,True,123.0,24.40286868382486,0.9999,0.0001,0.7166,0.06,0.7043,0.09,1.0,0.0,0.9791,0.0077,1.0,0.0,0.7495,0.0713,0.8482,0.0847,0.5579,0.0517,0.9304,0.1611
0.05,1.0,0.1,5,True,251.0,186.91976888494165,1.0,0.0,0.7165,0.0839,0.7052,0.106,1.0,0.0,0.9785,0.0079,1.0,0.0,0.7335,0.1136,0.8858,0.075,0.563,0.0388,1.9352,0.3062
0.125,1.0,1.0,5,False,32.6,6.730527468185536,0.9874,0.012,0.7165,0.0461,0.7057,0.0687,0.9993,0.0007,0.9782,0.0057,0.8964,0.0466,0.4953,0.0909,0.9826,0.0207,0.7606,0.0957,0.6906,0.3068
0.05,0.1,0.5,5,False,76.2,16.13071604114337,0.9939,0.0036,0.7164,0.0662,0.7042,0.0941,0.9997,0.0002,0.9787,0.007,0.9124,0.052,0.4577,0.1147,0.9845,0.0089,0.7558,0.0762,0.7631,0.1246
0.05,1.0,1.0,2,False,129.4,23.733941939762136,0.8588,0.0377,0.7163,0.0782,0.7035,0.1005,0.9914,0.0026,0.977,0.0086,0.5855,0.0547,0.4429,0.0696,0.8848,0.036,0.8223,0.1147,0.5905,0.0641
0.025,0.0,0.1,5,True,316.6,103.5485393426677,0.9996,0.0006,0.7162,0.0768,0.7061,0.1004,1.0,0.0,0.9778,0.0087,1.0,0.0,0.734,0.0818,0.8182,0.1275,0.5272,0.0593,2.8987,0.6135
0.1,0.75,0.1,5,True,130.4,101.53472312465327,1.0,0.0,0.7161,0.0819,0.7049,0.1035,1.0,0.0,0.9781,0.0078,1.0,0.0,0.7114,0.1295,0.9097,0.0682,0.5621,0.0531,0.9787,0.1189
0.1,1.0,0.1,4,True,121.6,17.372391890583174,1.0,0.0,0.7159,0.0664,0.7053,0.0897,1.0,0.0,0.9786,0.0085,1.0,0.0,0.738,0.1132,0.8759,0.0534,0.5573,0.0283,1.2289,0.4873
0.125,0.75,0.1,4,True,96.6,16.71227094083865,1.0,0.0,0.7157,0.0853,0.7057,0.1096,1.0,0.0,0.9787,0.0092,1.0,0.0,0.7144,0.1146,0.8721,0.0728,0.5529,0.0483,1.1109,0.1875
0.075,0.75,0.5,4,True,147.0,30.240701050074883,0.9994,0.0012,0.7156,0.082,0.7036,0.1093,1.0,0.0001,0.9786,0.0098,1.0,0.0,0.7727,0.0883,0.808,0.1141,0.5515,0.0427,1.3345,0.2564
0.125,0.75,1.0,5,True,78.6,8.44393273303382,1.0,0.0,0.7156,0.0603,0.7058,0.0823,1.0,0.0,0.9784,0.0066,1.0,0.0,0.717,0.0872,0.9361,0.057,0.5546,0.0211,1.1398,0.2936
0.125,0.0,1.0,5,False,34.4,3.2863353450309964,0.9919,0.0065,0.7154,0.0332,0.7067,0.0533,0.9996,0.0003,0.9793,0.0038,0.9125,0.0423,0.4893,0.0632,0.9853,0.012,0.7481,0.0932,0.514,0.0448
0.1,0.75,0.1,4,False,43.8,9.148770409186145,0.9744,0.018,0.7152,0.0774,0.7004,0.1005,0.9987,0.001,0.9798,0.0068,0.8465,0.0717,0.4967,0.1134,0.9621,0.0253,0.727,0.0806,0.8113,0.1032
0.05,0.75,0.5,4,False,86.6,24.744696401451364,0.9708,0.016,0.7152,0.0653,0.7054,0.088,0.9985,0.0008,0.9787,0.007,0.8257,0.0935,0.4753,0.1046,0.9641,0.0212,0.7441,0.0951,0.8086,0.3373
0.025,1.0,0.1,5,True,344.8,64.2316121547638,1.0,0.0,0.715,0.0818,0.7055,0.1048,1.0,0.0,0.9781,0.0084,1.0,0.0,0.713,0.1232,0.8841,0.0552,0.5379,0.0435,3.0804,0.5575
0.05,0.0,0.1,4,True,210.4,69.36353508869051,0.9975,0.0049,0.7148,0.073,0.7053,0.0967,0.9999,0.0002,0.978,0.0098,1.0,0.0,0.765,0.0843,0.7809,0.1583,0.536,0.0428,1.5669,0.6553
0.025,1.0,1.0,4,True,449.6,113.94428463069133,0.9992,0.0017,0.7148,0.0742,0.7023,0.101,1.0,0.0001,0.979,0.0093,1.0,0.0,0.7765,0.0721,0.807,0.1344,0.5542,0.0489,2.8817,0.6656
0.05,0.5,0.1,5,True,246.4,229.99847825583544,0.9999,0.0002,0.7148,0.0769,0.7041,0.1016,1.0,0.0,0.9783,0.0084,1.0,0.0,0.7315,0.1043,0.8284,0.1206,0.5364,0.0572,1.7764,0.745
0.05,0.5,0.5,5,False,77.8,10.449880382090505,0.994,0.004,0.7146,0.0667,0.7026,0.0946,0.9997,0.0002,0.9789,0.0067,0.9168,0.0381,0.4834,0.1153,0.9843,0.0119,0.7418,0.0871,0.7689,0.0929
0.1,0.1,1.0,4,True,113.2,14.078352176302452,0.9999,0.0001,0.7146,0.0695,0.7046,0.0941,1.0,0.0,0.9785,0.0077,1.0,0.0,0.7669,0.0784,0.8131,0.0763,0.5568,0.0271,0.8875,0.1472
0.125,0.0,0.5,5,False,34.0,7.245688373094719,0.9898,0.0097,0.7146,0.0551,0.7044,0.0821,0.9995,0.0005,0.9789,0.0061,0.9162,0.0602,0.4824,0.1254,0.9776,0.0187,0.6901,0.0891,0.5065,0.0375
0.125,0.75,0.1,5,True,68.6,14.758048651498612,0.9999,0.0002,0.7145,0.0848,0.7006,0.1062,1.0,0.0,0.9788,0.0081,1.0,0.0,0.7216,0.1365,0.8773,0.1078,0.5552,0.07,0.7878,0.1011
0.025,0.5,0.1,4,True,385.8,62.80286617663241,0.9997,0.0004,0.7144,0.0669,0.7049,0.0915,1.0,0.0,0.9784,0.0091,1.0,0.0,0.7772,0.0883,0.7531,0.033,0.5315,0.0312,2.6076,0.7956
0.025,0.5,0.5,5,False,152.6,28.395422166257717,0.9932,0.005,0.7143,0.0667,0.7038,0.0899,0.9997,0.0003,0.9787,0.0072,0.9117,0.0499,0.4489,0.1268,0.9842,0.0125,0.7355,0.0924,1.5586,0.4318
0.025,1.0,0.5,2,False,244.6,55.859645541302896,0.8542,0.0219,0.7142,0.0863,0.7021,0.1091,0.9911,0.0014,0.9767,0.0086,0.5769,0.0326,0.4481,0.0605,0.888,0.0209,0.8321,0.1192,0.8968,0.1666
0.025,0.75,0.5,2,False,227.0,40.193283020922784,0.8467,0.0304,0.7142,0.0863,0.702,0.1091,0.9906,0.0021,0.9766,0.0086,0.5625,0.0401,0.4417,0.0617,0.884,0.0266,0.8498,0.1156,0.8158,0.126
